ID,NU_NOTA_LC
0,501.9487718212922
1,584.1500227327775
2,519.2045888080052
3,464.94659795616104
4,526.3015574281171
5,571.3680919082884
6,496.5813449923483
7,476.6451595385214
8,487.83055435091353
9,617.0580276171268
10,605.0328026207369
11,577.1781661308962
12,464.3704211167442
13,600.0457320101924
14,444.9389374556328
15,466.7504151229886
16,621.8245711897937
17,603.2402322124128
18,537.2988146033072
19,521.71309529127
20,503.56187955669327
21,594.5470520113954
22,569.2620866278771
23,469.09585059853833
24,475.80180989205854
25,567.0243978962715
26,431.9091951786139
27,536.9935021664899
28,449.9023645855391
29,466.6196730653021
30,522.2589432144505
31,615.9899196896025
32,583.0153850828361
33,556.4680670731651
34,548.5900644364942
35,466.0645582168963
36,487.723214151552
37,516.222595286568
38,519.2940887473546
39,500.4618374910816
40,482.7217383396039
41,537.6334672019814
42,537.7177765666834
43,450.2117112105607
44,652.1278770923476
45,438.59661536952007
46,485.8267290983214
47,470.4753824602278
48,451.5010252394488
49,538.4111325206634
50,466.52845198757194
51,466.91438985448417
52,512.832476977853
53,538.4667942244886
54,560.4488053267704
55,565.5388591395191
56,483.4153681400017
57,521.374280006146
58,538.3561731633872
59,606.3120680635387
60,512.7161267763852
61,463.4780588097973
62,454.4857950291519
63,528.4556416706718
64,534.6829064811412
65,441.2198421540544
66,527.6659987670994
67,461.41095932307206
68,456.52027110400405
69,528.6829215172536
70,546.9282943488969
71,593.9692113963088
72,508.4672431616829
73,513.1918108039719
74,585.6501017322058
75,491.0778261847406
76,508.85801851827927
77,476.65067052637164
78,570.0040190892566
79,583.6895418477274
80,504.49068848004526
81,570.7481018211863
82,482.5206267248834
83,473.6587152514689
84,485.2360862146644
85,537.6256376351462
86,492.5358981183587
87,523.6573669168685
88,463.1108082513489
89,485.2889532129374
90,489.86553768762565
91,500.92538972016706
92,564.3976999747897
93,475.02476753828006
94,585.8498961901681
95,610.8757753813992
96,517.9666971422641
97,475.1458904541181
98,503.9482281153667
99,533.739468924303
100,605.4721887245928
101,515.86222866034
102,546.826492058997
103,605.2497317491164
104,530.0594240505174
105,636.1112577814537
106,626.8864357866757
107,588.7242122560318
108,471.2276219492501
109,637.1235171725891
110,551.6070137494646
111,481.0860911071309
112,516.9514607021531
113,623.3374862416204
114,481.74188329779247
115,488.9638720302361
116,498.5134001840317
117,538.6349066683279
118,602.3539841392584
119,556.085261430704
120,532.3709306925764
121,498.76439863520915
122,499.6355289097709
